Date,Close/Last,Volume,Open,High,Low
5/11/2022,$166.37 ,12665520,$176.09 ,$180.92 ,$165.55 
5/10/2022,$177.66 ,13883910,$176.01 ,$181.87 ,$170.57 
5/9/2022,$173.10 ,14031330,$177.66 ,$183.20 ,$172.30 
5/6/2022,$180.97 ,17185480,$186.75 ,$187.21 ,$175.81 
5/5/2022,$188.32 ,13971330,$200.45 ,$200.71 ,$186 
5/4/2022,$204.01 ,12218780,$197.65 ,$204.38 ,$191.01 
5/3/2022,$199.87 ,11839430,$198.29 ,$203.20 ,$194.77 
5/2/2022,$199.46 ,14591600,$191.71 ,$200.21 ,$190.01 
4/29/2022,$190.36 ,16391890,$198.68 ,$204.71 ,$190 
4/28/2022,$199.52 ,21363160,$191.56 ,$201.48 ,$185.60 
4/27/2022,$188.54 ,22298390,$194.01 ,$200.19 ,$187.77 
4/26/2022,$198.40 ,20318090,$208.80 ,$209.15 ,$198.28 
4/25/2022,$209.91 ,28152050,$213.81 ,$216.66 ,$204.51 
4/22/2022,$215.52 ,37515130,$220.18 ,$226.27 ,$210.05 
4/21/2022,$218.22 ,53501600,$220 ,$227.68 ,$211.52 
4/20/2022,$226.19 ,133387500,$245.20 ,$248.70 ,$212.51 
4/19/2022,$348.61 ,20906890,$333.22 ,$351.68 ,$333.22 
4/18/2022,$337.86 ,5105041,$340 ,$342.36 ,$331.62 
4/14/2022,$341.13 ,4343837,$350.95 ,$352 ,$339.86 
4/13/2022,$350.43 ,3230950,$343.92 ,$352 ,$341.16 
4/12/2022,$344.10 ,3824261,$355.91 ,$359.41 ,$342.25 
4/11/2022,$348 ,3777096,$350 ,$354.78 ,$345.20 
4/8/2022,$355.88 ,4025183,$361.96 ,$362.50 ,$354.87 
4/7/2022,$362.15 ,4948909,$365 ,$368.54 ,$353.69 
4/6/2022,$368.35 ,4354885,$374.15 ,$376.47 ,$362.73 
4/5/2022,$380.15 ,4234508,$389.30 ,$390 ,$377.31 
4/4/2022,$391.50 ,7009235,$373.55 ,$396.02 ,$373.13 
4/1/2022,$373.47 ,4644237,$376.80 ,$380.87 ,$368.50 
3/31/2022,$374.59 ,4134720,$383.59 ,$384 ,$373.61 
3/30/2022,$381.47 ,4023301,$389.55 ,$392.70 ,$378.63 
3/29/2022,$391.82 ,5880723,$384.39 ,$396.50 ,$380.33 
3/28/2022,$378.51 ,4323435,$375.23 ,$380.28 ,$366.73 
3/25/2022,$373.85 ,3575953,$377.07 ,$377.64 ,$366.43 
3/24/2022,$375.71 ,3888461,$379.76 ,$379.76 ,$368.90 
3/23/2022,$374.49 ,3728954,$379.77 ,$382.46 ,$374.49 
3/22/2022,$382.92 ,4242762,$371.14 ,$386.66 ,$366.76 
3/21/2022,$374.59 ,4866463,$378.02 ,$381.82 ,$368.94 
3/18/2022,$380.60 ,8324825,$372 ,$381.80 ,$368.47 
3/17/2022,$371.40 ,5818348,$359.70 ,$373.31 ,$354.88 
3/16/2022,$357.53 ,6982469,$348.20 ,$359.99 ,$343.06 
3/15/2022,$343.75 ,5460640,$335.10 ,$345.36 ,$332.36 
3/14/2022,$331.01 ,5907817,$338.72 ,$341.32 ,$329.82 
3/11/2022,$340.32 ,4819925,$361.19 ,$363.36 ,$340 
3/10/2022,$356.77 ,4807767,$356.20 ,$367.02 ,$353.30 
3/9/2022,$358.79 ,6520186,$357.69 ,$364.14 ,$350.51 
3/8/2022,$341.76 ,6428655,$349.80 ,$358.86 ,$340.67 
3/7/2022,$350.26 ,5708383,$360.41 ,$362.00 ,$350.20 
3/4/2022,$361.73 ,5329180,$368 ,$374.82 ,$357.17 
3/3/2022,$368.07 ,6076836,$386 ,$386.12 ,$364.65 
3/2/2022,$380.03 ,5356809,$388.93 ,$389.22 ,$375.21 
3/1/2022,$386.24 ,3290439,$391.60 ,$395 ,$383.71 
2/28/2022,$394.52 ,5035046,$387.33 ,$397.75 ,$382.13 
2/25/2022,$390.80 ,4841636,$386.61 ,$391.29 ,$375.58 
2/24/2022,$390.03 ,7068724,$355.09 ,$390.73 ,$354.72 
2/23/2022,$367.46 ,4614290,$382.72 ,$386 ,$366.66 
2/22/2022,$377.38 ,6697515,$388.95 ,$392.42 ,$373.02 
2/18/2022,$391.29 ,6801668,$392.53 ,$402.87 ,$389.05 
2/17/2022,$386.67 ,4669222,$394.24 ,$399.11 ,$385.70 
2/16/2022,$398.08 ,5277650,$401.53 ,$401.56 ,$390.38 
2/15/2022,$407.46 ,5395641,$403.79 ,$409.16 ,$401.01 
2/14/2022,$396.57 ,7202155,$387.59 ,$409.36 ,$386.89 
2/11/2022,$391.31 ,7558939,$405.33 ,$411.61 ,$387.65 
2/10/2022,$406.27 ,8452915,$402.10 ,$408 ,$396.36 
2/9/2022,$412.89 ,7738227,$408.65 ,$412.98 ,$398.79 
2/8/2022,$403.53 ,6818543,$398.18 ,$406.61 ,$395.83 
2/7/2022,$402.10 ,8232859,$410.17 ,$412.35 ,$393.55 
2/4/2022,$410.17 ,7789798,$407.31 ,$412.77 ,$396.64 
2/3/2022,$405.60 ,9905210,$421.44 ,$429.26 ,$404.28 
2/2/2022,$429.48 ,14346010,$448.25 ,$451.98 ,$426.48 
2/1/2022,$457.13 ,22568100,$432.96 ,$458.48 ,$425.54 
1/31/2022,$427.14 ,20047450,$401.97 ,$427.70 ,$398.20 
1/28/2022,$384.36 ,11966610,$386.76 ,$387 ,$372.08 
1/27/2022,$386.70 ,24324750,$382.06 ,$394.80 ,$378.10 
1/26/2022,$359.70 ,12683980,$378.27 ,$382.66 ,$356.62 
1/25/2022,$366.42 ,15145820,$379.14 ,$387.71 ,$365.13 
1/24/2022,$387.15 ,32386780,$383.91 ,$387.26 ,$351.46 
1/21/2022,$397.50 ,58904270,$400.43 ,$409.15 ,$379.99 
1/20/2022,$508.25 ,12658990,$517.75 ,$526.64 ,$506.93 
1/19/2022,$515.86 ,4353508,$515 ,$523.21 ,$510.51 
1/18/2022,$510.80 ,4844418,$520.08 ,$521.75 ,$508.68 
1/14/2022,$525.69 ,7861109,$517.60 ,$538.37 ,$511.88 
1/13/2022,$519.20 ,4475063,$537.06 ,$540.79 ,$518.26 
1/12/2022,$537.22 ,3787372,$544.27 ,$544.27 ,$532.02 
1/11/2022,$540.84 ,3077836,$536.99 ,$543.91 ,$530.07 
1/10/2022,$539.85 ,4486145,$538.49 ,$543.69 ,$526.32 
1/7/2022,$541.06 ,3382873,$549.46 ,$553.43 ,$538.22 
1/6/2022,$553.29 ,5711795,$554.34 ,$563.36 ,$542.01 
1/5/2022,$567.52 ,4148749,$592 ,$592.84 ,$566.88 
1/4/2022,$591.15 ,4393135,$599.91 ,$600.41 ,$581.60 
1/3/2022,$597.37 ,3068808,$605.61 ,$609.99 ,$590.56 
12/31/2021,$602.44 ,1995918,$610.01 ,$614.08 ,$602.05 
12/30/2021,$612.09 ,1625093,$612.99 ,$620.61 ,$611.24 
12/29/2021,$610.54 ,1287513,$610.71 ,$613.98 ,$604.68 
12/28/2021,$610.71 ,1884116,$614.95 ,$618.41 ,$609.69 
12/27/2021,$613.12 ,2062233,$615 ,$615 ,$609.25 
12/23/2021,$614.09 ,1621146,$616.40 ,$616.88 ,$607.57 
12/22/2021,$614.24 ,2335745,$603.36 ,$614.82 ,$602.63 
12/21/2021,$604.92 ,2319390,$597.54 ,$607.82 ,$593.86 
12/20/2021,$593.74 ,3358404,$586.43 ,$602.88 ,$584.26 
12/17/2021,$586.73 ,4433706,$591.61 ,$593.25 ,$581.74 
12/16/2021,$591.06 ,3143217,$597.09 ,$602.83 ,$588 
12/15/2021,$605.04 ,2866196,$598.18 ,$605.69 ,$584.51 
12/14/2021,$597.99 ,2984536,$598.71 ,$602.29 ,$588.13 
12/13/2021,$604.56 ,2517915,$612 ,$612.64 ,$599.52 
12/10/2021,$611.66 ,2748774,$616.78 ,$617.74 ,$605.88 
12/9/2021,$611 ,2376321,$627.58 ,$630.24 ,$610.44 
12/8/2021,$628.08 ,2220308,$630 ,$632.46 ,$623.20 
12/7/2021,$625.58 ,3125190,$619.83 ,$628.89 ,$611.40 
12/6/2021,$612.69 ,3075672,$606.01 ,$617.29 ,$601 
12/3/2021,$602.13 ,4829282,$622.75 ,$625.50 ,$594 
12/2/2021,$616.47 ,3331131,$617.10 ,$625.36 ,$612.88 
12/1/2021,$617.77 ,3897019,$649.48 ,$654.52 ,$617.07 
11/30/2021,$641.90 ,5608919,$668.20 ,$675.38 ,$640.01 
11/29/2021,$663.84 ,2529364,$663.20 ,$667.99 ,$658.29 
11/26/2021,$665.64 ,2872513,$675 ,$676.41 ,$660.67 
11/24/2021,$658.29 ,1867282,$658.01 ,$661.44 ,$651.10 
11/23/2021,$654.06 ,2320917,$658.18 ,$666.43 ,$646.05 
11/22/2021,$659.20 ,2765318,$676.02 ,$679.48 ,$656.47 
11/19/2021,$678.80 ,2614852,$692.35 ,$694.16 ,$675 
11/18/2021,$682.02 ,2014992,$691.61 ,$691.74 ,$679.74 
11/17/2021,$691.69 ,2732831,$690 ,$700.99 ,$686.09 
11/16/2021,$687.40 ,2077387,$678.27 ,$688.36 ,$676.90 
11/15/2021,$679.33 ,2872186,$681.24 ,$685.26 ,$671.49 
11/12/2021,$682.61 ,4198410,$660.01 ,$683.34 ,$653.82 
11/11/2021,$657.58 ,2868311,$650.24 ,$665.82 ,$649.71 
11/10/2021,$646.91 ,2405785,$653.01 ,$660.33 ,$642.11 
11/9/2021,$655.99 ,2415630,$653.70 ,$660.50 ,$650.52 
11/8/2021,$651.45 ,2887523,$650.29 ,$656 ,$643.79 
11/5/2021,$645.72 ,5283488,$663.97 ,$665.64 ,$645.01 
11/4/2021,$668.40 ,4865023,$685.89 ,$685.94 ,$665.50 
11/3/2021,$688.29 ,2334852,$677.27 ,$689.39 ,$677.27 
11/2/2021,$677.72 ,3888597,$683.11 ,$687.68 ,$673.82 
11/1/2021,$681.17 ,3110911,$689.06 ,$689.97 ,$676.54 
10/29/2021,$690.31 ,3825279,$673.06 ,$690.97 ,$671.24 
10/28/2021,$674.05 ,2859409,$670.95 ,$676.80 ,$668.03 
10/27/2021,$662.92 ,2276914,$669 ,$671.41 ,$661.85 
10/26/2021,$668.52 ,2904840,$673.76 ,$676.49 ,$662.77 
10/25/2021,$671.66 ,3833526,$663.74 ,$675.88 ,$657.07 
10/22/2021,$664.78 ,6186016,$651.81 ,$665.46 ,$651.81 
10/21/2021,$653.16 ,8437070,$628.89 ,$654.01 ,$628.65 
10/20/2021,$625.14 ,10622000,$625.57 ,$637.40 ,$617.15 
10/19/2021,$639 ,7633147,$636.97 ,$641 ,$632.30 
10/18/2021,$637.97 ,4669071,$632.10 ,$638.41 ,$620.59 
10/15/2021,$628.29 ,4116874,$638 ,$639.42 ,$625.16 
10/14/2021,$633.80 ,2672535,$632.23 ,$636.88 ,$626.79 
10/13/2021,$629.76 ,2424638,$632.18 ,$632.18 ,$622.10 
10/12/2021,$624.94 ,3227349,$633.02 ,$637.66 ,$621.99 
10/11/2021,$627.04 ,2862470,$633.20 ,$639.42 ,$626.78 
10/8/2021,$632.66 ,3272093,$634.17 ,$643.80 ,$630.86 
10/7/2021,$631.85 ,3556886,$642.23 ,$646.84 ,$630.45 
10/6/2021,$639.10 ,4580434,$628.18 ,$639.87 ,$626.36 
10/5/2021,$634.81 ,9534293,$606.94 ,$640.39 ,$606.89 
10/4/2021,$603.35 ,4995932,$613.39 ,$626.13 ,$594.68 
10/1/2021,$613.15 ,4090847,$604.24 ,$614.99 ,$597.51 
9/30/2021,$610.34 ,6616040,$608.05 ,$619 ,$608.05 
9/29/2021,$599.06 ,6221026,$589.01 ,$609.88 ,$588.01 
9/28/2021,$583.85 ,4431051,$589 ,$599.54 ,$580.16 
9/27/2021,$592.64 ,2504738,$587.95 ,$593.58 ,$576.93 
9/24/2021,$592.39 ,2126246,$592.50 ,$592.98 ,$583.64 
9/23/2021,$593.26 ,2526161,$590.79 ,$599.32 ,$589.13 
9/22/2021,$590.65 ,4021845,$579.69 ,$595.65 ,$579.69 
9/21/2021,$573.14 ,2250884,$578.31 ,$581.88 ,$569.37 
9/20/2021,$575.43 ,3732227,$586.79 ,$591.53 ,$568.08 
9/17/2021,$589.35 ,4145145,$587.85 ,$590.28 ,$580.85 
9/16/2021,$586.50 ,1832028,$584.30 ,$587.48 ,$577.72 
9/15/2021,$582.87 ,2755615,$578.17 ,$584.62 ,$575.37 
9/14/2021,$577.76 ,3456958,$584.89 ,$587.28 ,$575.56 
9/13/2021,$589.29 ,3062871,$598.57 ,$598.57 ,$582.78 
9/10/2021,$598.72 ,3950764,$598.16 ,$609.45 ,$593.67 
9/9/2021,$597.54 ,2954214,$606.47 ,$609.44 ,$596.55 
9/8/2021,$606.05 ,5424503,$603.84 ,$615.60 ,$595.71 
9/7/2021,$606.71 ,5830979,$594.69 ,$613.85 ,$593.99 
9/3/2021,$590.53 ,2684005,$585.80 ,$591.88 ,$583.14 
9/2/2021,$588.55 ,6184782,$583.68 ,$598.76 ,$583.68 
9/1/2021,$582.07 ,5626214,$569 ,$591 ,$569 
8/31/2021,$569.19 ,2431886,$566.12 ,$569.48 ,$561.61 
8/30/2021,$566.18 ,2434839,$557.25 ,$567.16 ,$556.45 
8/27/2021,$558.92 ,3252595,$551.60 ,$564.17 ,$549.25 
8/26/2021,$550.12 ,1595499,$546.16 ,$552.60 ,$545.90 
8/25/2021,$547.58 ,2065621,$550.16 ,$552.84 ,$545.45 
8/24/2021,$553.41 ,2109525,$551.48 ,$555.31 ,$549.27 
8/23/2021,$553.33 ,2602010,$545.98 ,$555.55 ,$543.74 
8/20/2021,$546.88 ,3776429,$545.09 ,$551.39 ,$539.10 
8/19/2021,$543.71 ,7497292,$522.74 ,$548.39 ,$521.87 
8/18/2021,$521.87 ,2582046,$520 ,$526.38 ,$518.65 
8/17/2021,$518.91 ,2309803,$515.47 ,$520.79 ,$514.20 
8/16/2021,$517.92 ,2033176,$515.24 ,$523.38 ,$512.30 
8/13/2021,$515.92 ,2177736,$512.64 ,$521.44 ,$511.51 
8/12/2021,$510.72 ,1686170,$511.86 ,$513 ,$507.20 
8/11/2021,$512.40 ,1673904,$517 ,$519.57 ,$509.77 
8/10/2021,$515.84 ,1960544,$520 ,$520.79 ,$512.97 
8/9/2021,$519.97 ,1367782,$521.15 ,$522.67 ,$517.99 
8/6/2021,$520.55 ,1919798,$524 ,$526.84 ,$519.39 
8/5/2021,$524.89 ,2556687,$517.13 ,$525.41 ,$514.02 
8/4/2021,$517.35 ,2039374,$513 ,$517.98 ,$510.37 
8/3/2021,$510.82 ,2579427,$514.39 ,$515.63 ,$505.37 
8/2/2021,$515.15 ,2096632,$519 ,$519.85 ,$510.51 
7/30/2021,$517.57 ,2537107,$512.69 ,$519.79 ,$510.96 
7/29/2021,$514.25 ,1736014,$519.96 ,$520.78 ,$513.79 
7/28/2021,$519.30 ,2390466,$521.82 ,$524.47 ,$516.98 
7/27/2021,$518.91 ,2759037,$518.08 ,$521.95 ,$512.05 
7/26/2021,$516.49 ,2254538,$514.38 ,$521.13 ,$509.01 
7/23/2021,$515.41 ,3820478,$512.16 ,$517.41 ,$504.66 
7/22/2021,$511.77 ,4328061,$510.21 ,$513.68 ,$507 
7/21/2021,$513.63 ,11906790,$526.13 ,$530.99 ,$505.61 
7/20/2021,$531.05 ,6930440,$526.07 ,$536.64 ,$520.30 
7/19/2021,$532.28 ,3885764,$526.05 ,$534.91 ,$522.24 
7/16/2021,$530.31 ,3442101,$541.81 ,$544.06 ,$527.05 
7/15/2021,$542.95 ,5713873,$553.97 ,$557.54 ,$538.20 
7/14/2021,$547.95 ,4659535,$541.01 ,$554.10 ,$541.01 
7/13/2021,$540.68 ,2751593,$535.76 ,$545.33 ,$535.76 
7/12/2021,$537.31 ,1780738,$540.30 ,$540.65 ,$532.92 
7/9/2021,$535.98 ,2777231,$531 ,$538.26 ,$528.58 
7/8/2021,$530.76 ,3268988,$530.93 ,$535.50 ,$529.09 
7/7/2021,$535.96 ,2722498,$544.24 ,$544.64 ,$531.66 
7/6/2021,$541.64 ,2775051,$533 ,$542.86 ,$533 
7/2/2021,$533.98 ,1980316,$535.50 ,$538.54 ,$529.39 
7/1/2021,$533.54 ,2805402,$525.72 ,$537.04 ,$525.72 
6/30/2021,$528.21 ,2773445,$534.06 ,$534.38 ,$526.82 
6/29/2021,$533.50 ,2314647,$533.55 ,$536.13 ,$528.57 
6/28/2021,$533.03 ,2820227,$528.12 ,$533.94 ,$524.56 
6/25/2021,$527.07 ,5299072,$528.84 ,$533.06 ,$525 
6/24/2021,$518.06 ,3361202,$517.96 ,$520.96 ,$514.40 
6/23/2021,$512.74 ,3944782,$508.48 ,$516.63 ,$508.20 
6/22/2021,$508.82 ,5809271,$498.54 ,$513.55 ,$495.80 
6/21/2021,$497 ,5277297,$501.64 ,$502.05 ,$492.28 
6/18/2021,$500.77 ,5197576,$496.40 ,$504.49 ,$495.24 
6/17/2021,$498.34 ,3198273,$490.25 ,$501.80 ,$490.15 
6/16/2021,$492.41 ,3533206,$495 ,$496.46 ,$486.28 
6/15/2021,$491.90 ,3104073,$501.23 ,$501.23 ,$490.40 
6/14/2021,$499.89 ,4400222,$489.68 ,$503.50 ,$486.91 
6/11/2021,$488.77 ,3123969,$490 ,$491.41 ,$487.78 
6/10/2021,$487.27 ,4382928,$487.17 ,$490.21 ,$482.14 
6/9/2021,$485.81 ,3055029,$494.50 ,$496.09 ,$484.65 
6/8/2021,$492.39 ,2374037,$497 ,$498.82 ,$489.37 
6/7/2021,$494.66 ,2791932,$492.92 ,$496.70 ,$490.55 
6/4/2021,$494.74 ,3160487,$492 ,$501.86 ,$490.95 
6/3/2021,$489.43 ,3887445,$495.19 ,$496.66 ,$487.25 
6/2/2021,$499.24 ,2268979,$499.82 ,$503.22 ,$495.82 
6/1/2021,$499.08 ,2482555,$504.01 ,$505.41 ,$497.74 
5/28/2021,$502.81 ,2911297,$504.40 ,$511.76 ,$502.53 
5/27/2021,$503.86 ,3253773,$501.80 ,$505.10 ,$498.54 
5/26/2021,$502.36 ,2465303,$502.34 ,$504.14 ,$500.50 
5/25/2021,$501.34 ,2699459,$506 ,$506.37 ,$499.22 
5/24/2021,$502.90 ,2412595,$501.05 ,$504.25 ,$499.51 
5/21/2021,$497.89 ,3322925,$503.12 ,$505.40 ,$497.26 
5/20/2021,$501.67 ,3721218,$489.55 ,$502.70 ,$488.98 
5/19/2021,$487.70 ,3349930,$481.63 ,$488.57 ,$478.54 
5/18/2021,$486.28 ,2350496,$488.40 ,$493.48 ,$486.19 
5/17/2021,$488.94 ,2701057,$485.59 ,$492.71 ,$482.81 
5/14/2021,$493.37 ,2882464,$487.86 ,$494.85 ,$486.59 
5/13/2021,$486.66 ,2716561,$489.13 ,$490.78 ,$482.71 
5/12/2021,$484.98 ,4121540,$486.83 ,$493.54 ,$482.70 
5/11/2021,$495.08 ,4401000,$479.75 ,$497.99 ,$478.63 
5/10/2021,$486.69 ,5131632,$502 ,$503.15 ,$486.11 
5/7/2021,$503.84 ,3132786,$504.62 ,$508.55 ,$501.12 
5/6/2021,$499.55 ,3783698,$495.99 ,$499.55 ,$491.37 
5/5/2021,$496.08 ,3129366,$504.99 ,$507.78 ,$494.63 
5/4/2021,$503.18 ,4349502,$510.78 ,$511.63 ,$496.79 
5/3/2021,$509.11 ,4091895,$512.65 ,$518.95 ,$505.20 
4/30/2021,$513.47 ,4413242,$505 ,$514.55 ,$505 
4/29/2021,$509 ,5127792,$507.60 ,$509.29 ,$499 
4/28/2021,$506.52 ,3192983,$505.20 ,$508.40 ,$503.34 
4/27/2021,$505.55 ,3761327,$512.62 ,$512.99 ,$504.58 
4/26/2021,$510.30 ,4388839,$506.76 ,$510.48 ,$503 
4/23/2021,$505.55 ,7314659,$509.01 ,$509.70 ,$500.70 
4/22/2021,$508.78 ,9061062,$513.82 ,$513.96 ,$500.55 
4/21/2021,$508.90 ,22897450,$508 ,$515.46 ,$503.60 
4/20/2021,$549.57 ,11257650,$554.42 ,$563.56 ,$546.30 
4/19/2021,$554.44 ,4288715,$546.90 ,$556.44 ,$545.53 
4/16/2021,$546.54 ,3209075,$550.54 ,$551.98 ,$539.51 
4/15/2021,$549.22 ,3139050,$544.17 ,$553.49 ,$542.66 
4/14/2021,$540.02 ,3740294,$554.87 ,$554.87 ,$538.53 
4/13/2021,$553.73 ,2720344,$557 ,$559.75 ,$550.30 
4/12/2021,$552.78 ,2944060,$551.05 ,$557.98 ,$549.58 
4/9/2021,$555.31 ,2894034,$552.69 ,$556.90 ,$547.11 
4/8/2021,$554.58 ,4309829,$551.13 ,$556.90 ,$547.57 
4/7/2021,$546.99 ,2151319,$543.50 ,$549.64 ,$541.45 
4/6/2021,$544.53 ,3474205,$544.81 ,$554.17 ,$543.30 
4/5/2021,$540.67 ,3355904,$540.01 ,$542.85 ,$529.23 
4/1/2021,$539.42 ,3938637,$529.93 ,$540.50 ,$527.03 
3/31/2021,$521.66 ,3503111,$515.68 ,$528.13 ,$515.44 
3/30/2021,$513.39 ,2418129,$510.51 ,$514.41 ,$506.91 
3/29/2021,$513.95 ,3330049,$505.66 ,$518 ,$504.40 
3/26/2021,$508.05 ,3467797,$502.82 ,$508.72 ,$496.68 
3/25/2021,$502.86 ,4926764,$516.99 ,$518.53 ,$497 
3/24/2021,$520.81 ,4102211,$533.78 ,$534.42 ,$520 
3/23/2021,$535.09 ,5583461,$529.87 ,$543.12 ,$529.40 
3/22/2021,$523.11 ,3360587,$509.13 ,$529.31 ,$509.13 
3/19/2021,$512.18 ,4386360,$504.96 ,$513.19 ,$501.63 
3/18/2021,$504.79 ,4096606,$516.40 ,$517.90 ,$503.85 
3/17/2021,$524.44 ,2817376,$522 ,$528.37 ,$514.30 
3/16/2021,$524.03 ,3238888,$524.47 ,$533.42 ,$523.21 
3/15/2021,$520.25 ,3485519,$516.32 ,$520.73 ,$508.03 
3/12/2021,$518.02 ,3981743,$512.50 ,$526.51 ,$506.59 
3/11/2021,$523.06 ,4714469,$512.21 ,$530.24 ,$510.71 
3/10/2021,$504.54 ,3771484,$513.50 ,$518.97 ,$504.25 
3/9/2021,$506.44 ,3470042,$507.31 ,$513.11 ,$503.82 
3/8/2021,$493.33 ,3981758,$514.46 ,$518.84 ,$492.85 
3/5/2021,$516.39 ,5069973,$511.98 ,$517.76 ,$498.79 
3/4/2021,$511.29 ,5034792,$521.50 ,$531.50 ,$507.68 
3/3/2021,$520.70 ,5362443,$545.93 ,$548.01 ,$517.81 
3/2/2021,$547.82 ,3042226,$553.34 ,$556.99 ,$546.02 
3/1/2021,$550.64 ,3042180,$545.57 ,$552.14 ,$542 
2/26/2021,$538.85 ,3755574,$546.51 ,$553.09 ,$538 
2/25/2021,$546.70 ,4252879,$550.27 ,$556.48 ,$535.75 
2/24/2021,$553.41 ,3245038,$539.80 ,$556.85 ,$539.07 
2/23/2021,$546.15 ,4136532,$525.00 ,$548.54 ,$518.28 
2/22/2021,$533.78 ,3078594,$534.99 ,$541.79 ,$530.79 
2/19/2021,$540.22 ,2841457,$548 ,$548.99 ,$538.81 
2/18/2021,$548.22 ,2457604,$549 ,$550 ,$538.23 
2/17/2021,$551.34 ,2071590,$550.99 ,$555.25 ,$543.03 
2/16/2021,$557.28 ,2624097,$557.29 ,$563.63 ,$552.73 
2/12/2021,$556.52 ,2197128,$556.94 ,$561.25 ,$550.85 
2/11/2021,$557.59 ,2730587,$564.44 ,$565.93 ,$554.22 
2/10/2021,$563.59 ,3991264,$562.50 ,$566.65 ,$553.46 
2/9/2021,$559.07 ,3703499,$546 ,$566 ,$543 
2/8/2021,$547.92 ,2791721,$555 ,$555 ,$543.70 
2/5/2021,$550.79 ,2376175,$552.26 ,$554.44 ,$545.48 
2/4/2021,$552.16 ,5164537,$539.81 ,$559.48 ,$537.51 
2/3/2021,$539.45 ,3172288,$550.17 ,$550.48 ,$538.24 
2/2/2021,$548.16 ,3767569,$542.01 ,$555.48 ,$538.94 
2/1/2021,$539.04 ,3547507,$536.79 ,$545.06 ,$531.73 
1/29/2021,$532.39 ,4325264,$538 ,$541 ,$530.18 
1/28/2021,$538.60 ,5968978,$535.88 ,$553.15 ,$530.74 
1/27/2021,$523.28 ,8670277,$550.71 ,$556.42 ,$515.73 
1/26/2021,$561.93 ,5023847,$554.73 ,$567.99 ,$554.06 
1/25/2021,$556.78 ,7207329,$567 ,$569.75 ,$548.65 
1/22/2021,$565.17 ,7550822,$582.10 ,$583.99 ,$564.35 
1/21/2021,$579.84 ,11840630,$582.45 ,$588.75 ,$570.40 
1/20/2021,$586.34 ,32637450,$565.42 ,$593.29 ,$556.86 
1/19/2021,$501.77 ,12315810,$501 ,$509.25 ,$493.54 
1/15/2021,$497.98 ,5895788,$500 ,$506.32 ,$495.10 
1/14/2021,$500.86 ,4177357,$507.35 ,$514.50 ,$499.58 
1/13/2021,$507.79 ,5032099,$495.50 ,$512.35 ,$493.01 
1/12/2021,$494.25 ,5990425,$500 ,$501.09 ,$485.67 
1/11/2021,$499.10 ,3812720,$507.84 ,$510.73 ,$497.95 
1/8/2021,$510.40 ,2973949,$511.31 ,$513.24 ,$504.51 
1/7/2021,$508.89 ,3686448,$508.28 ,$516.44 ,$506.42 
1/6/2021,$500.49 ,5346210,$511.97 ,$513.10 ,$499.50 
1/5/2021,$520.80 ,3133872,$521.55 ,$526.78 ,$515.89 
1/4/2021,$522.86 ,4444407,$539 ,$540.80 ,$515.09 
12/31/2020,$540.73 ,5392322,$525.53 ,$545.50 ,$523.15 
12/30/2020,$524.59 ,1876286,$530.13 ,$533.26 ,$523.69 
12/29/2020,$530.87 ,4022358,$519.90 ,$536.55 ,$515.48 
12/28/2020,$519.12 ,2891867,$516.43 ,$523.66 ,$507.13 
12/24/2020,$513.97 ,1143952,$515.12 ,$519.35 ,$512.21 
12/23/2020,$514.48 ,2393187,$524.76 ,$526.32 ,$514.20 
12/22/2020,$527.33 ,1908529,$527.69 ,$530.40 ,$520.50 
12/21/2020,$528.91 ,3893964,$530.05 ,$532.62 ,$521.15 
12/18/2020,$534.45 ,4502692,$533.20 ,$536.37 ,$526.02 
12/17/2020,$532.90 ,3193377,$529 ,$535.49 ,$526.44 
12/16/2020,$524.83 ,3682392,$520.11 ,$527.38 ,$517.69 
12/15/2020,$519.78 ,3398209,$518.50 ,$524.70 ,$513.56 
12/14/2020,$522.42 ,5770424,$505.44 ,$524.16 ,$501.18 
12/11/2020,$503.22 ,3210928,$495 ,$503.34 ,$494.85 
12/10/2020,$501.09 ,3018203,$494.56 ,$503.77 ,$492.91 
12/9/2020,$493.60 ,4178768,$510.53 ,$514.50 ,$491.29 
12/8/2020,$512.66 ,4228950,$517.90 ,$521.49 ,$505.55 
12/7/2020,$515.78 ,4289293,$500.01 ,$517.76 ,$497.77 
12/4/2020,$498.31 ,3666243,$497.50 ,$504.50 ,$493.64 
12/3/2020,$497.52 ,2826116,$502.99 ,$508.77 ,$496.04 
12/2/2020,$503.38 ,3028358,$501.62 ,$506.80 ,$493.50 
12/1/2020,$504.58 ,5063234,$492.34 ,$509.47 ,$491.98 
11/30/2020,$490.70 ,3530940,$490.08 ,$492.55 ,$481.27 
11/27/2020,$491.36 ,2805762,$486.58 ,$493.25 ,$481.85 
11/25/2020,$485 ,3598629,$485.13 ,$486.90 ,$478.92 
11/24/2020,$482.88 ,3557894,$478.84 ,$484.05 ,$475.89 
11/23/2020,$476.62 ,5416571,$490.46 ,$491.15 ,$475.84 
11/20/2020,$488.24 ,4255924,$485.22 ,$494.76 ,$481.57 
11/19/2020,$484.67 ,2254653,$482 ,$487.80 ,$480.47 
11/18/2020,$481.79 ,3629237,$481.95 ,$488.61 ,$477.72 
